AID,AName,Description,Benefits,Contraindications,Breathing,awareness,You tube Vdo link,Photo,References,Pain,Variations,Level
101,Ardha Shalabhasana (half locust pose),"Lie flat on the stomach with the hands under the thighs,
palms downwards or hands clenched.
Keep both the legs straight throughout the practice.
Place the chin on the floor, slightly stretched forward, to
give the best possible stretch to the neck muscles and
nerves.
Using the back muscles, raise the left leg as high as possible,
keeping the other leg straight, relaxed and in contact with
the floor.
Retain the position for as long as is possible without strain.
Do not tilt or twist the pelvis.
Lower the leg to the floor.
Repeat the same movement with the right leg.
This is one round.","Ardha shalabhasana is an excellent asana for the
back and pelvic organs. It can release tension in the pelvic
area.",,"Inhale in the starting position.
Retain the breath inside while raising the leg and in the
final position.
Exhale while lowering the leg to the starting position.","Physical - on the lower back, abdomen and heart,
and on synchronizing the breath with the movement.
Spiritual - on swadhisthana chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSb_jnzPjFQuZ-vFzxK8aN1PDLuP0IkRA0_5A&s,,Back Tension Relief,"Lie on the stomach with the legs and feet together
and the forehead touching the floor.
Stretch both arms above the head in advasana. Place the
chin on the floor.
Keep the arms and legs straight throughout the practice.
Simultaneously, raise the left leg, the head and right arm
as high as possible.
The left leg should be stretched backwards and the right
arm stretched fotward as they are raised.
Retain the position for as long as possible without straining.
Lower the leg, head and arm to the starting position.
Relax in advasana, allowing the respiration to return to
normal.
Repeat the same movement with the right leg and left
arm.
This is one round. Practise up to 5 rounds.",Intermediate
102,Shalabhasana (locust pose),"Lie flat on the stomach with the legs and feet together and
the soles of the feet uppermost.
The arms may be placed either under the body or by the
sides, with the palms downward or the hands clenched.
Stretch the chin slightly forward and rest it on the floor
throughout the practice.
Close the eyes and relax the body.
This is the starting position.
Slowly raise the legs as high as possible without straining,
keeping them straight and together.
The elevation of the legs is produced by applying pressure
with the arms against the floor and contracting the lower
back muscles.
Hold the final position for as long as is comfortable without
strain.
Slowly lower the legs to the floor.
This is one round
Return to the starting position and relax the body with the
head turned to one side.
Allow the respiration and heartbeat to return to normal.","Shalabhasana strengthens the lower back and
pelvic organs, and provides relief from backache, mild
sciatica and slipped disc as long as the condition is not
serious. It tones and balances the functioning of the
liver, stomach, bowels and other abdominal organs,
and stimulates the appetite. It tightens the muscles of
the buttocks and causes the body to do vajroli mudra
spontaneously.","Shalabhasana requires a great deal of
physical effort, so it should not be practised by people with
a weak heart, coronary thrombosis or high blood pressure.

Those suffering from peptic ulcer, hernia, intestinal tuber-
culosis and other such conditions are also advised not to

practise this asana.","Inhale deeply in the starting position.
Retain the breath inside while raising the legs and holding
the position. Exhale while lowering the legs.
Beginners may find it helpful to inhale while raising the
legs.
Advanced practitioners may exhale after returning to the
starting position.","Physical - on the lower back, abdomen and heart,
and on synchronizing the breath with the movement.
Spiritual - on swadhisthana chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwzO4nEcjcj2zqcc4_XgZrpeu37Q9Jg4h2tg&s,,Pelvic Organ Strengthening," Lie on the stomach with the legs and feet together
and the forehead touching the floor.
Stretch both arms above the head in advasana. Place the
chin on the floor.
Keep the arms and legs straight throughout the practice.
Simultaneously raise both legs, the head and both arms as
high as is comfortable.
Retain the position, balancing on the abdominal muscles
for as long as possible without straining.
Lower the legs, head and arms to the starting position.
Relax in advasana, allowing the respiration to return to
normal.
This is one round.",Intermediate
103,Saral Dhanurasana (easy bow pose),"Lie flat on the stomach with the legs and feet together, and
the arms and hands beside the body.
Bend the knees and bring the heels close to the buttocks.
Grasp the ankles with the hands.
Keep the knees and thighs firmly on the floor and the
arms straight throughout the practice.
Place the chin on the floor.
This is the starting position.
Tense the legs and push the feet backwards while raising
the head and chest as high as possible from the floor
without straining.
Use the backward movement of the legs to assist the raising
of the body, allowing the back muscles to remain passive.
In the final position the head is tilted back.
Hold the final position for as long as is comfortable.
Slowly lower the chest and head to the ground by releasing
the legs.
Relax in the prone position until the respiration returns to
normal.
This is one round. Practise up to 5 rounds.","The same benefits as for dhanurasana, but at de-
creased levels. This posture is useful for lower back pain
due to slipped disc or cervical spondylitis when it can be
performed without discomfort. It tones the heart and lungs,
and is beneficial for respiratory disorders. It helps to
improve the posture.",,"Inhale deeply in the starting position.
Retain the breath inside while raising the body.
Breathe deeply and slowly in the final position.
Exhale while returning to the starting position.","Physical - on the abdominal or back regions or
on deep breathing in the final position.
Spiritual - on vishuddhi chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdJYtQqtQ9VVVXeY1nDohEQ-Fe5oanRMHD-A&s,,Respiratory Disorder,,Intermediate
105,Kandharasana (shoulder pose),"Lie flat on the back.
Bend the knees, placing the soles of the feet flat on the
floor with the heels touching the buttocks.
The feet and knees may be hip width apart.
Grasp the ankles with the hands.
This is the starting position.
Raise the buttocks and arch the back upward.
Raise the chest and navel as high as possible without
straining, pushing the chest up towards the chin and head,
but without moving the position of the feet or shoulders.
Keep the feet flat on the floor.
In the final position, the body is supported by the head,
neck, shoulders, arms and feet.
Hold the pose for as long as is comfortable and then lower
the body to the starting position.
Release the ankles and relax with the legs outstretched.
Practise 5 to 1 0 rounds.","This asana may be utilized to realign the spine,
eliminating rounded shoulders and relieving backache. It
massages and stretches the colon and abdominal organs,
improving digestion. It tones the female reproductive
organs and is useful for women who have a tendency to
miscarry, for the management of menstrual disorders,
prolapse, asthma, and various bronchial and thyroid
conditions.","People suffering from peptic or duodenal

ulcers, or abdominal hernia should not practise kandhar-
asana. It is generally recommended that women in the

advanced stages of pregnancy should not raise the buttocks
more than 15 em when when practising this pose.","Inhale deeply in the starting position.
Retain the breath inside while raising and holding the
final position.
Alternatively, breathe slowly and deeply in the final
position. Exhale while lowering to the starting position.","Physical - on the movement, the abdominal re-
gion, thyroid gland or accentuation of flexion of the back.

Spiritual - on vishuddhi or anahata chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTuuQ1oHifMJlK6kocHelw1ZEL_NPmOUnZrWw&s,,Backache Relief,,Intermediate
107,Setu Asana (bridge pose),"Sit with the legs stretched fotward.
Place the palms on the floor on either side of the body,
about 30 em behind the buttocks.
The elbows should be straight, the fingers pointing back
and the trunk slightly reclined.
This is the starting position.
Raise the buttocks and lift the body upward.
Let the head hang back and down.
216

Try to place the soles of the feet flat on the ground.
Keep the arms and legs straight.
Hold the final position for as long as is comfortable.
Lower the buttocks to the floor.
This is one round. Practise up to 5 times.","This asana has similar benefits to chakrasana. It is
generally strengthening for shoulders, thighs and wrists,
and also tones the lumbar region of the spine and the
Achilles tendons.","This asana should not be practised by
those with high blood pressure, heart disease, cervical
spondylosis, hernia, stomach ulcers or weak wrists.","Inhale in the starting position.
Retain the breath inside while raising the body and holding
the final position.
Exhale while lowering to the starting position.","Physical - on the wrists, arms, back and abdomen.
Spiritual - on manipura chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTwQ4KKUnecP2Ky7k9QH5mfthaUp0F8f5xxg&s,,Shoulder Strengthening,,Intermediate
108,Gomukhasana (cow's face pose),"Sit in dhyana veerasana so that the right knee is directly
above the left knee.
Stretch the left arm to the side and then fold it behind the
back.
Stretch the right arm up above the head, then fold it over
the right shoulder.
The back of the left hand should lie in contact with the
spine while the palm of the right hand rests against the
spine.
Try to clasp the fingers of both hands behind the back.
Bring the raised elbow behind the head so that the head
presses against the inside of the raised arm.
The spine should be erect and the head back. Close the
eyes.
Stay in this position for up to 2 minutes.
Unclasp the hands, straighten the legs and repeat with the
left knee uppermost and the left arm over the left shoulder.","Gomukhasana is an excellent asana for inducing
relaxation. If practised for 10 minutes or more, it will

alleviate tiredness, tension and anxiety. It relieves back-
ache, sciatica, rheumatism and general stiffness in the

shoulders and neck, and improves posture by increasing
energy, awareness, and generally opening the chest area.
It alleviates cramp in the legs and makes the leg muscles
supple.",,Normal in the final position.,"Physical - on respiration.
Spiritual - on ajna or anahata chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPNkjmK2S-xIKGu1kzvcTRv9KrUe3SvV5jSQ&s,,Relaxation,,Intermediate
110,Paschimottanasana (back stretching pose),"Sit on the floor with the legs outstretched, feet together
and hands on the knees.
This is the starting position.
Relax the whole body.
Slowly bend forward from the hips, sliding the hands down
the legs. Try to grasp the big toes with the fingers and
thumbs. If this is impossible, hold the heels, ankles or any
part of the legs that can be reached comfortably. Move
slowly without forcing or jerking.
Hold the position for a few seconds. Relax the back and
leg muscles, allowing them to gently stretch.
Keeping the legs straight and utilizing the arm muscles,
not the back muscles, begin to bend the elbows and gently
bring the trunk down towards the legs, maintaining a firm
grip on the toes, feet or legs.
223

Try to touch the knees with the forehead. Do not strain.
This is the final position.
Hold the position for as long as is comfortable and relax.
Slowly return to the starting position.
This is one round.","This asana stretches the hamstring muscles and
increases flexibility in the hip joints. It tones and massages
the entire abdominal and pelvic region, including the
liver, pancreas, spleen, uro-genital system, kidneys and
adrenal glands. It helps to remove excess weight in this
area and stimulates circulation to the nerves and muscles
of the spine.","People who suffer from slipped disc,
sciatica or hernia should not practise paschimottanasana.","Inhale in the starting position.
Exhale slowly while bending forward.
Inhale in the static position.
Exhale while bringing the trunk further towards the legs
with the arms.
Breathe slowly and deeply in the final position or retain
the breath out if holding for a short duration.
Inhale while returning to the starting position.","Physical - on the abdomen, relaxation of the back
and leg muscles, or the slow breathing process.
Spiritual - on swadhisthana chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRgrPzUwSGq3IGW5R35ptj7X-90CcOIH1GRaA&s,,Hamstring Stretch,,Intermediate
112,"Pada Prasar Paschimottanasana (legs spread back
stretch pose)","Sit with the legs spread apart as wide as possible.
Interlock the fingers behind the back.
This is the starting position.
Turn the trunk to the right.
Raise the arms up behind the back and bend forward over
the right leg. Keep the arms straight.
Bring the nose towards the knee without bending the leg,
but do not strain to make contact.
Hold the position for as long as is comfortable.
Raise the trunk and lower the arms.
Turn to the left and repeat the movement on this side.
Return to the centre.
Bend fotward and bring the forehead towards the floor
directly in front of the body while raising the arms as high
as possible without straining.
Hold the position for as long as is comfortable.
Return to the upright position, lowering the arms.
This completes one round. Practise 3 to 5 rounds.","Provides essentially the same benefits as
paschimottanasana, this asana gives an extended stretch
to the inside of the legs and the muscles under and between
the shoulder blades. The chest is opened more than in
paschimottanasana and the effect of the asana is distributed
throughout both the upper and lower parts of the body.","As for paschimottanasana. This practice
should not be attempted until paschimottanasana has been
mastered.","Inhale in the starting position.
Exhale while bending fotward.
Breathe slowly and deeply in the final position or retain
the breath out if the position is held for only a short time.
Inhale while returning to the starting position.","Physical - on the stretch in the legs, back, should-
ers and arms, on finding the beneficial amount of stretch

without strain, and on synchronizing the movement with
the breath.
Spiritual - on mooladhara or swadhisthana chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYbFmysEF8WknBfjXolHYJgIKm3tUwOQ8lUQ&s,,Extended Stretch,"Assume the satne starting position as above, but
with the hands in front of the body on the floor.
Slowly bend fonvard and grasp the big toes with the fingers.
If this can be done without strain, place the forehead on
the floor directly in front of the body.
Gradually bring the chest, abdomen and pelvic region to
the floor. Raise the head so that the throat and chin are
also on the floor.
This is the final position.
Hold the position for as long as is comfortable.
Release the hands and return to the starting position.",Intermediate
113,Janu Sirshasana (head to knee pose),"Sit with the legs outstretched and the feet together.
Bend the left leg, placing the heel of the foot against the
perineum and the sole of the foot against the inside of the
right thigh. Keep the left knee on the floor.
Place the hands on top of the right knee, keeping the
spine straight and the back muscles relaxed.
This is the starting position.
Slowly bend fotward, sliding the hands down the right leg,
and grasp the right foot. If possible, hold the big toe with
the index finger, middle finger and thumb of the left hand
and the outside edge of the foot with the right hand.
Try to touch the knee with the forehead.
This is the final position.
Keep the back relaxed and do not strain.
Hold the position for as long as is comfortable.
Return to the starting position and rest the hands on the
knees.
Change sides and repeat with the right leg bent and the
left leg straight.
Practise up to 5 times with each leg.","This practice gives basically the same benefits as
paschimottanasana as well as loosening up the legs in
preparation for meditation asanas.",,"Inhale in the starting position.
Exhale while bending forward.
Retain the breath outside if holding the final position for
a short time.
Breathe normally if holding the pose for a longer time.
Inhale while returning to the starting position.",,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtIUHXuoXvWmmWzBhgpuVPZWaHw8w4VNtPyg&s,,Leg Loosening,,Intermediate
114,Ardha Padma Paschimottanasana ,"Sit with both legs outstretched.
Bend the left leg and place the left foot as high as possible
on the right thigh, turning the sole of the foot up.
Press the heel firmly into the abdomen.
Bend forward slightly, fold the left arm behind the back
and try to grasp the toes of the left foot with the left hand.
Sit upright again.
Relax the whole body, especially the back muscles.
Lean forward and grasp the toes of the right foot with the
right hand.
Utilizing the arms, not the back muscles, slowly pull the
trunk forward so that the forehead is near to or resting on
the straight knee.
This is the final position.
Hold the pose for as long as is comfortable.
Release the hands and slowly sit up.
Repeat the technique with the other leg.
Practise up to 3 rounds, gradually extending the duration.","Although the benefits of this asana are almost
identical to janu sirshasana and paschimottanasana, it has
one distinct characteristic: the foot of the bent leg applies
an intense massage to the abdominal organs. Each leg is
bent in turn, which helps to stimulate intestinal peristalsis
and alleviate constipation. This asana also prepares the
legs and hips for prolonged sitting in meditation asanas.","Inhale in the upright position.
Exhale bending forward into the final position.
Breathe slowly and deeply in the final position or retain
the breath outside if holding the pose for a short time.
Inhale while returning to the upright position.",,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpt8X_XzGKrmdxdoYE3hvjMgloqE837ixoMg&s,,Alleviate Constipation,,Intermediate
115,Hasta Pada Angushthasana (finger to toe stretch),"Lie on the right side with the arms stretched over the
head, so that the whole body is balanced in one straight
line along the floor. The palm of the left hand should rest
on top of the palm of the right hand.
The left foot should rest on top of the right foot.
This is the starting position.
Keep the arms and legs straight throughout the practice.
Raise the left leg and arm to their full extent and, keeping
them straight, take hold of the big toe without bending the
knee. If this is impossible, take hold of a suitable point on
the leg to give support while gently stretching the hip.
This is the final position.
Hold the final position for a short duration.
Lower the arm and leg to the starting position.
Practise a maximum of 10 times on this side.
Lie in shavasana to relax with normal breathing.
Roll over to the other side and repeat.","This practice makes the hip joints flexible. It helps
the proper development and shaping of the pelvis in young
girls. It reduces excess weight on the hips and thighs and
develops a sense of balance and coordination, making the
posture and gait more steady and graceful.","Those suffering from sciatica should not
practise this asana.","Inhale while raising the limbs.
Exhale while lowering.","Physical - on the stretch in the hip and raised leg
while holding the pose, on the balance, or on synchronizing
the movement with the breath,
Spiritual - on mooladhara or swadhisthana chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdl56p9rfqbp5CJnUydvbSqS9b4hqeQSfBiw&s,,Weight Reduction,,Intermediate
116,Meru Akarshanasana (spinal bending pose),"Lie on the right side with the left leg on top of the right
leg.
Bend the right arm, placing the elbow on the floor.
Raise the torso and head, supporting them on the right
elbow.
Rest the head in the right palm. The forearm and upper
arm should be nearly vertical.
Place the left arm on the left thigh.
This is the starting position.
Raise the left leg as high as possible without straining, and
slide the left hand to the foot and grasp the big toe. If this
is too difficult, hold the leg as close to the foot as possible.
Keep the legs straight. This is the final position.
Lower the raised leg and arm to the starting position.
Practise a maximum of 10 times. Relax in shavasana.
Repeat on the other side.","This asana relaxes the hamstring, inner thigh and
abdominal muscles and stretches the muscles of the sides
of the body, rendering them stronger and more flexible. It
reduces weight on the hips and thighs and develops a
sense of balance and coordination, making the posture
and gait more steady and graceful.","People suffering from slipped disc, sciatica
or cervical spondylitis should not practise this asana.","Inhale while raising the arm and leg.
Retain the breath in while holding the final position.
Exhale while lowering.","Physical - on synchronizing the movement with
the breath, on the stretch in the hip and raised leg while
holding the pose.
Spiritual - on swadhisthana chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCb0QGrXsOZ1xDeq2EhDsBderIXs5HKGMgpg&s,,Hamstring Stretching,"Instead of raising the torso, bend the right elbow
and rest the head on the inside of the right arm. The rest
of the practice is the same as above.",Intermediate
118,Utthita Janu Sirshasana (standing head between knees pose),"Stand with the feet about shoulder width apart, arms beside
the body. This is the starting position.
Raise the arms in front of the body, level with the chest.
Bend forward from the hips and take the arms around the
outside of the legs. Either grasp one wrist or clasp the
hands behind the calves.
Bring the head towards the knees by slightly bending the
elbows and using the strength of the arm muscles to achieve
this. The legs should remain straight. Do not strain.
In the final position the trunk rests against the thighs and
the wrists or elbows are held behind the lower legs.
Hold the fmal position for as long as is comfortable.
Release the hands and slowly raise the body to the upright
position with the arms stretched out in front of the chest.
Lower the arms to the starting position.
Practise up to 5 rounds.","This asana stimulates the pancreas. It relaxes the
hip joints and stretches the hamstring muscles, massages
the spinal nerves and revitalizes the brain.","People with back conditions should not
practise this asana. Cautions for inverted postures apply.","Inhale while raising the arms in front of the chest.
Exhale fully before bending.
Retain the breath outside while bending forward and
holding the final position.
239

Inhale while returning to the upright position.
Exhale while lowering the arms.","Physical - on relaxing the back muscles and keep-
ing the legs straight, and on synchronizing the movement

with the breath,
Spiritual - on swadhisthana chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvJ_DFXujKe0TZiArtvcjEUuZQamdybnQ4cQ&s,,Pancreas Stimulation,"Stand with the feet about shoulder width apart.
Bend foiWard from the hips and wrap the arms around the
back of the knees, bending the legs slightly. The arms
should be horizontal with the elbows pointing out to the
sides.
Keeping the legs bent, try to bring the hands foiWard in
between the legs and firmly interlock the fingers behind
the back of the neck. Relax the back muscles.
Slowly straighten the legs without letting the fingers slip
from behind the neck. Do not strain. The action of
straightening the legs will apply a strong leverage on the
neck and a frrm compression of the abdomen.
In the final position the head will face backward.
Hold the pose for a short duration.
Release the position by bending the knees and unclasping
the hands. Slowly return to the upright position.",Intermediate
126,Sarvangasana (shoulder stand pose),"Lie on the back on a folded blanket.
Check that the head and spine are aligned and that the
legs are straight with the feet together.
Place the hands beside the body with the palms facing
down.
Relax the entire body and mind.
Contract the abdominal muscles and, with the support of
the arms, slowly raise the legs to the vertical position,
keeping them straight.
When the legs are vertical, press the arms and hands down
on the floor.
Slowly and smoothly roll the buttocks and spine off the
floor, raising the trunk to a vertical position.
Turn the palms of the hands upward, bend the elbows and
place the hands behind the ribcage, slightly away from the
spine, to support the back. The elbows should be about
shoulder width apart.
Gently push the chest forward so that it presses firmly
against the chin.
In the final position, the legs are vertical, together and in
a straight line with the trunk. The body is supported by the
shoulders, nape of the neck and back of the head. The
arms provide stability, the chest rests against the chin and
the feet are relaxed.
Close the eyes. Relax the whole body in the final pose for
as long as is comfortable.
To return to the starting position, bring the legs forward
until the feet are above and behind the back of the head.
Keep the legs straight.
Slowly release the position of the hands and place the
arms on the floor beside the body with the palms down.
Gradually lower each vertebra to the floor, followed by the
buttocks, so that the legs resume their initial vertical
position.
Lower the legs to the floor slowly, keeping the knees
straight.
Perform this action without using the arms for support.
The whole movement should combine balance with control
so that the body contacts the floor slowly and gently.
Relax in shavasana until the respiration and heartbeat
return to normal.","This asana helps in cases of low blood pressure. It
balances the nervous system, strengthens the neck muscles
and brings a rich supply of blood to the brain. As a
preliminary pose to sirshasana, it accustoms the brain to
the increased influx of blood and the crown to supporting
the weight of the body.","People with high blood pressure, heart
conditions, inflammation of the ear, weak eye capillaries,
severe near-sightedness, problems in the pituitary or

thyroid glands, arteriosclerosis, cerebral or other throm-
bosis, severe asthma, tuberculosis, cold or sinusitis,

excessively impure blood, slipped disc, weak spine or
vertigo should not practise this asana.","Inhale in the starting position.
Retain the breath inside while assuming the final pose.
Practise slow, deep abdominal breathing in the final pose.
Retain the breath inside while lowering the body to the
floor.","Physical - on the various sensations of the body
adjusting to its inversion, on control of the movement, on",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHO6-efLZykJO2G1iFAv-Adek5zynrg0sbUuA41XEl6l3O48kPMUVVW-9uGwMS4UJSZOo&usqp=CAU,,Low Blood Pressure,,Intermediate
130,Halasana (plough pose),"Lie flat on the back with the legs and feet together. Place
the arms beside the body with the palms facing down.
Relax the whole body.
Raise both legs to the vertical position, keeping them
straight and together, using only the abdominal muscles.
Press down on the arms and lift the buttocks, rolling the
back away from the floor. Lower the legs over the head.
Bring the toes towards the floor behind the head without
straining, but do not force the toes to touch the floor.
Turn the palms up, bend the elbows and place the hands
behind the ribcage to support the back, as in sarvangasana.
Relax and hold the final pose for as long as is comfortable.
Return to the starting position by lowering the arms with
the palms facing down, then gradually lower each vertebrae
of the spine to the floor, followed by the buttocks, so that the legs resume their initial vertical position.
Using the abdominal muscles, lower the legs to the starting
position, keeping the knees straight.","The movement of the diaphragm which takes place
during the practice of halasana massages all the internal
organs, activates the digestion, relieving constipation and
dyspepsia, revitalizes the spleen and the suprarenal glands,
promotes the production of insulin by the pancreas and
improves liver and kidney function. It strengthens the
abdominal muscles, relieves spasms in the back muscles,","This asana should not be practised by
those who suffer from hernia, slipped disc, sciatica, high
blood pressure or any serious back problem, especially
arthritis of the neck.","Inhale while in the lying position.
Retain the breath inside while assuming the final pose.
Breathe slowly and deeply in the final pose.
Retain the breath inside while returning to the starting
position.","Physical - on the abdomen, relaxation of the back
muscles and neck, the respiration, or the thyroid.
Spiritual - on manipura or vishuddhi chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpnCeBSGQEc47coM5Cz_cLROTLd5EEmwAeuQ&s,,Improved Digestion,,Intermediate
132,Ardha Padma Halasana (half lotus plough pose),"Sit with the legs outstretched and the feet together.
Bend the left leg and place the foot on top of the right
thigh in the half lotus position. Place the arms close to the
body with the palms facing down.
Press down with the hands and roll backward.
Move the straight leg over the head and touch the ground
with the toes.Roll back to the upright position and, without breaking
the movement or straining, bend fotward from the hips,
bringing the head towards the knee and holding the toes
of the outstretched leg.
Resume the upright position.
Repeat with the right leg folded in ardha padmasana.
Practise up to 5 times with each leg folded.","It strengthens the back and abdomin-
al muscles, activates intestinal peristalsis, improving diges-
tion and removing constipation. It facilitates the break-
down of fats by exercising the liver and gall bladder, and
stretches the pelvic region.","People
with knee problems should refrain from this practice.people with hernia, sciatica or other back or neck ail-
ments, or by those with high blood pressure or heart
ailments.","Inhale and exhale deeply in the lying position
before starting. Inhaling roll backwards into halasana.
Exhale coming fotward into paschimottanasana.","Physical - on the stretch in the back and com-
pression of the abdomen, and on the flow of the movement

with the breath.
Spiritual - on manipura chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzGk0_Dg5Y2SMk9mRLtetsTC8FjX7EFhghaQ&s,,Reproductive System Disorders,,Intermediate
134,Sirshasana (headstand pose),"Stage I : Sit in vajrasana.
Close the eyes and relax the whole body.

SIRSHASANA

After a few minutes, open the eyes, bend fotward and
place the forearms on a folded blanket with the fingers
interlocked and the elbows in front of the knees.
The distance between the elbows should be equal to the
distance from each elbow to the interlocked fingers,
forming an equilateral triangle.
Place the crown of the head on the blanket between the
interlocked fingers. Wrap the hands around the head to
make a firm support so that it cannot roll backward when
pressure is applied.
Stage 2: Lift the knees and buttocks off the floor and straighten
the legs. Stage 3: Slowly walk the feet as close as possible towards the
trunk and head, gradually moving the back towards the
vertical position.
Bend the knees slightly, press the thighs against the
abdomen and lower chest.
Transfer the body weight slowly from the toes onto the
head and arms, maintaining a steady balance.
Raise one foot off the floor about 20 em, carefully balance,
then raise the other foot and balance on the head and
arms.
Stage 4: Bending the knees, gradually raise the lower legs in a

controlled movement. Adjust the trunk slightly to counter-
balance the weight of the legs.

Fold the legs back so the heels move towards the buttocks.
To accomplish this movement contract the muscles of the
lower back. The knees are now pointing down with the legs
together.
Maintain the position for a few seconds, being aware of
complete balance before proceeding. Stage 5: Raise the knees to the vertical position. Keeping the
heels near the buttocks, slowly straighten the hips so that
the thighs move up and away from the torso.
Raise the knees until they point directly upward and the
thighs are in line with the trunk.
Balance the body.
Stage 6: Slowly straighten the knees and raise the lower legs.
The whole body should be in one straight line with the feet
relaxed.

·
This is the final position.
Close the eyes and balance the whole body, relaxing in the
final position for as long as is comfortable.
Stage 7: Return to the starting position.
Slowly bend the knees and lower the body with control, in
the reverse order, until the toes touch the floor. Remain
with the head on the ground in the kneeling position for a
short time, then slowly return to the upright position. ","This asana is very powerful for awakening sahasrara
chakra and therefore it is considered the greatest of all
asanas.
Sirshasana revitalizes the entire body and mind. It relieves
anxiety and other psychological disturbances which form
the root cause of many disorders such as asthma, hay
fever, diabetes and menopausal imbalance.
It also helps to rectify many forms of nervous and glandular disorder, especially those related to the reproductive
system.
'This asana reverses the effect of gravity on the body. Strain
on the back is thus alleviated and the reversed flow of
blood in the legs and visceral regions aids tissue regen-
eration. The weight of the abdominal organs on the
diaphragm encourages deep exhalation so that larger
amounts of carbon dioxide are removed from the lungs.","Sirshasana should not be practised by
people with neck problems, headache or migraine, high
blood pressure, heart disease, thrombosis, arteriosclerosis,
chronic catarrh, chronic constipation, kidney problems,
impure blood, severe near-sightedness, weak blood vessels
in the eye, conjunctivitis, chronic glaucoma, inflammation
of the ears or any form of blood haemorrhage in the head.
It should not be practised during pregnancy or
menstruation,","When first learning sirshasana, one may practise
normal breathing while coming into the posture.
Othetwise, inhale at the end of stage 1, and retain the
breath inside while raising the body into the final position.
Breathe normally in the final position.
The breath should become increasingly subtle in this
posture as one becomes accustomed to it.","Physical - when first practising, on maintaining
the balance. For adepts, on the brain, on the centre of the
head or on the respiration.
Spiritual - on sahasrara chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3otVVe8u6RDuSju2vKmVHtLpPj98cOj-Rhw&s,,Anxiety Relief,,Intermediate
136,Niralamba Sirshasana (unsupported headstand pose),"Place the crown of the head on the blanket between the
hands.
Straighten the arms in front of the chest and place the
hands flat on the floor about shoulder width apart.
Straighten the legs, allowing the weight of the body to be
supported by the hands, feet and head. Progressively walk the feet towards the head, keeping
the legs straight, until the trunk is vertical.
Applying pressure on the hands, slowly bend the legs and
raise the feet off the floor, bringing the knees to the chest.Slowly raise the knees until they point upward.
Maintain balance in this position for a few moments.
Gradually straighten the knees until the feet point upwards
in a relaxed position.
In the final pose the whole body is vertical and, ideally, all
the height of the body is supported by the head.
The hands should only provide balance.
Hold the final pose for as long as is comfortable.Return to the starting position.
Lower the body in the reverse order until the feet touch
the floor.
Place the hands beside the head and bend the knees to the
floor.
Relax with the head on the floor for a short time.","This asana is very powerful for awakening sahasrara
chakra and therefore it is considered the greatest of all
asanas.
Sirshasana revitalizes the entire body and mind. It relieves
anxiety and other psychological disturbances which form
the root cause of many disorders such as asthma, hay
fever, diabetes and menopausal imbalance.
It also helps to rectify many forms of nervous and glandular disorder, especially those related to the reproductive
system.
'This asana reverses the effect of gravity on the body. Strain
on the back is thus alleviated and the reversed flow of
blood in the legs and visceral regions aids tissue regen-
eration. The weight of the abdominal organs on the
diaphragm encourages deep exhalation so that larger
amounts of carbon dioxide are removed from the lungs.","Sirshasana should not be practised by
people with neck problems, headache or migraine, high
blood pressure, heart disease, thrombosis, arteriosclerosis,
chronic catarrh, chronic constipation, kidney problems,
impure blood, severe near-sightedness, weak blood vessels
in the eye, conjunctivitis, chronic glaucoma, inflammation
of the ears or any form of blood haemorrhage in the head.
It should not be practised during pregnancy or
menstruation,","Retain the breath inside while assuming the final
position. Breathe normally in the final position.
Retain the breath inside while lowering the body.","Physical - when first practising, on maintaining
the balance. For adepts, on the brain, on the centre of the
head or on the respiration.
Spiritual - on sahasrara chakra.",,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRX3-mtx9KIapQYjsIpidcEr9n7INkEndScrw&s,,Muscle Strengthening,,Intermediate
